,State,Number_feature,Time_Step,number_layers,number_hiddinen_nodes,MAE,RMSE,R2_Score
201,Maharashtra,5,5,1,5,0.7041119933128357,0.7150382105747495,-42.30132510892008
202,Maharashtra,5,5,1,8,0.30202171206474304,0.3077735503480106,-7.0224186507359025
203,Maharashtra,5,5,1,16,0.08510610461235046,0.09460142069106674,0.24205437149831888
204,Maharashtra,5,5,1,32,0.07071482390165329,0.07871643844673194,0.47522443347847376
205,Maharashtra,5,5,2,1,0.8257964849472046,0.8328755353078277,-57.74933462954834
206,Maharashtra,5,5,2,5,0.39764881134033203,0.4082383866115387,-13.114660077822954
207,Maharashtra,5,5,2,8,0.5424318313598633,0.5521309999965137,-24.81826002038585
208,Maharashtra,5,5,2,16,0.10065045207738876,0.11285543982426303,-0.07866779273948477
209,Maharashtra,5,5,2,32,0.11932835727930069,0.13706329391874034,-0.5910544569111005
210,Maharashtra,5,7,1,1,0.43874260783195496,0.4491756086780507,-20.779600121238534
211,Maharashtra,5,7,1,5,0.7660821676254272,0.7721337398277117,-63.35800608881314
212,Maharashtra,5,7,1,8,0.35355132818222046,0.3629211774269075,-13.21811939504391
213,Maharashtra,5,7,1,16,0.20878025889396667,0.22059818743830478,-4.253168975714268
214,Maharashtra,5,7,1,32,0.05910465866327286,0.06966350305830366,0.4761243975879613
215,Maharashtra,5,7,2,1,0.6031308770179749,0.6107671680715422,-39.268821798616216
216,Maharashtra,5,7,2,5,0.6922476887702942,0.6981153039421141,-51.61043338556007
217,Maharashtra,5,7,2,8,0.3348110318183899,0.34630840998356377,-11.94623910453676
218,Maharashtra,5,7,2,16,0.1811319887638092,0.19623531725499546,-3.156922633744335
219,Maharashtra,5,7,2,32,0.073471799492836,0.0789995890169831,0.32629897660826856
220,Maharashtra,6,5,1,1,0.6241680383682251,0.6335559527956467,-32.99481497541121
221,Maharashtra,6,5,1,5,0.33058738708496094,0.33888188530875807,-8.72611607898213
222,Maharashtra,6,5,1,8,0.11529483646154404,0.12105571626371936,-0.24111877632671708
223,Maharashtra,6,5,1,16,0.14262454211711884,0.14935472968362493,-0.8892120979786258
224,Maharashtra,6,5,1,32,0.07092537730932236,0.07380557497972291,0.5386600580435739
225,Maharashtra,6,5,2,1,0.5985286831855774,0.6083124874628031,-30.339796835117856
226,Maharashtra,6,5,2,5,0.5882759690284729,0.5955446126195058,-29.03802360150985
227,Maharashtra,6,5,2,8,0.6043928265571594,0.6134797522150118,-30.874488578477976
228,Maharashtra,6,5,2,16,0.11922135204076767,0.13726627523390902,-0.5957704454023052
229,Maharashtra,6,5,2,32,0.1369839310646057,0.14926908977068806,-0.8870460774147639
230,Maharashtra,6,7,1,1,1.0534119606018066,1.0584499359977069,-119.93672311069722
231,Maharashtra,6,7,1,5,0.10511048138141632,0.11419839210530751,-0.40778881489638086
232,Maharashtra,6,7,1,8,0.12070340663194656,0.12724114537955597,-0.7477233827692742
233,Maharashtra,6,7,1,16,0.09431469440460205,0.10112918980616273,-0.10400384495176351
234,Maharashtra,6,7,1,32,0.0727815181016922,0.07872009425228892,0.33105758412463915
235,Maharashtra,6,7,2,1,1.2818284034729004,1.2854367677589416,-177.36884036502352
236,Maharashtra,6,7,2,5,0.4752657115459442,0.48145809504812437,-24.0227209487026
237,Maharashtra,6,7,2,8,0.7138914465904236,0.7207558878784821,-55.078179234884075
238,Maharashtra,6,7,2,16,0.11261337250471115,0.1236676835875855,-0.6509348998604554
239,Maharashtra,6,7,2,32,0.11809253692626953,0.13014699842354777,-0.8284617858741696
240,Uttar-Pradesh,1,5,1,1,0.9552798867225647,0.9629829470807132,-61.774780650004786
241,Uttar-Pradesh,1,5,1,5,0.48195475339889526,0.4927069632394894,-15.433322732657913
242,Uttar-Pradesh,1,5,1,8,0.3607059121131897,0.36992259685119644,-8.26338534562773
243,Uttar-Pradesh,1,5,1,16,0.07797510176897049,0.09022944011652669,0.4488820471735926
244,Uttar-Pradesh,1,5,1,32,0.13450895249843597,0.15136601847535597,-0.5509749120657088
245,Uttar-Pradesh,1,5,2,1,1.0143555402755737,1.0216112805631667,-69.65117498274842
246,Uttar-Pradesh,1,5,2,5,0.5431047081947327,0.5534384997470297,-19.73417638624601
247,Uttar-Pradesh,1,5,2,8,0.6775009036064148,0.6886144838096228,-31.099654640010534
248,Uttar-Pradesh,1,5,2,16,0.09655621647834778,0.11269587098484062,0.1402662175381827
249,Uttar-Pradesh,1,5,2,32,0.1268974095582962,0.1411951415010733,-0.3495455144732025
250,Uttar-Pradesh,1,7,1,1,0.5252252221107483,0.5360282976737165,-24.061548097100122
251,Uttar-Pradesh,1,7,1,5,0.6928961277008057,0.7026818256333981,-42.06751923729868
252,Uttar-Pradesh,1,7,1,8,0.6023448705673218,0.6118198647367084,-31.649726577816956
253,Uttar-Pradesh,1,7,1,16,0.196746826171875,0.20315506602565603,-2.5998774658974364
254,Uttar-Pradesh,1,7,1,32,0.0686352401971817,0.07484653948023448,0.5113747624050197
255,Uttar-Pradesh,1,7,2,1,0.7024018168449402,0.7105160816098798,-43.0331990969481
256,Uttar-Pradesh,1,7,2,5,0.6285403966903687,0.636678331648564,-34.35676978828998
257,Uttar-Pradesh,1,7,2,8,0.41661760210990906,0.4244165686416188,-14.711480707808597
258,Uttar-Pradesh,1,7,2,16,0.15624116361141205,0.1710129054773851,-1.5508809995031272
259,Uttar-Pradesh,1,7,2,32,0.12906895577907562,0.1404278485810442,-0.7200414205452792
260,Uttar-Pradesh,2,5,1,1,0.6469259262084961,0.6561975458162613,-28.14856587311409
261,Uttar-Pradesh,2,5,1,5,0.603661298751831,0.6146336604918816,-24.572941403433752
262,Uttar-Pradesh,2,5,1,8,0.5807913541793823,0.5936043962335765,-22.852961599656947
263,Uttar-Pradesh,2,5,1,16,0.5886796116828918,0.6002840105055149,-23.392794160289647
264,Uttar-Pradesh,2,5,1,32,0.08307836949825287,0.09776668503168175,0.3529620039470954
265,Uttar-Pradesh,2,5,2,1,0.634913980960846,0.6464426770549275,-27.28838014617895
266,Uttar-Pradesh,2,5,2,5,0.5836677551269531,0.5953318955673564,-22.991993347983883
267,Uttar-Pradesh,2,5,2,8,0.17228685319423676,0.19261132625341282,-1.5113755130895616
268,Uttar-Pradesh,2,5,2,16,0.19835640490055084,0.22062723154609032,-2.295082355282135
269,Uttar-Pradesh,2,5,2,32,0.10298187285661697,0.11632579048560622,0.083990285414144
270,Uttar-Pradesh,2,7,1,1,0.5527085661888123,0.5636273055191247,-26.708719727755376
271,Uttar-Pradesh,2,7,1,5,0.634818434715271,0.6429245545411646,-35.0539161029453
272,Uttar-Pradesh,2,7,1,8,0.12864960730075836,0.14062940405201269,-0.7249823701198181
273,Uttar-Pradesh,2,7,1,16,0.13721823692321777,0.15182216315848587,-1.0104941427980356
274,Uttar-Pradesh,2,7,1,32,0.07168452441692352,0.0786785482684549,0.46006053137895175
275,Uttar-Pradesh,2,7,2,1,0.7905861139297485,0.7978039730825158,-54.51684926720081
276,Uttar-Pradesh,2,7,2,5,0.4897857904434204,0.5006475427816991,-20.862337907249668
277,Uttar-Pradesh,2,7,2,8,0.2692510485649109,0.28358918546255724,-6.014742746040878
278,Uttar-Pradesh,2,7,2,16,0.15415193140506744,0.16802113847139213,-1.46240933170811
279,Uttar-Pradesh,2,7,2,32,0.09151371568441391,0.10393090887670378,0.05784597557459936
280,Uttar-Pradesh,3,5,1,1,1.2705706357955933,1.2763707365936694,-109.28125240784541
281,Uttar-Pradesh,3,5,1,5,0.25954189896583557,0.27162662045416336,-3.9945075785925948
282,Uttar-Pradesh,3,5,1,8,0.3147295117378235,0.3261459134671456,-6.200653221449474
283,Uttar-Pradesh,3,5,1,16,0.07402442395687103,0.0846051956898692,0.5154461489335662
284,Uttar-Pradesh,3,5,1,32,0.08533183485269547,0.1024290766537401,0.2897773301819323
285,Uttar-Pradesh,3,5,2,1,0.6609888672828674,0.6721504445239176,-29.583063759896756
286,Uttar-Pradesh,3,5,2,5,0.224459707736969,0.24457620292848534,-3.0492669918855055
287,Uttar-Pradesh,3,5,2,8,0.6447478532791138,0.6564117186967091,-28.167598090577183
288,Uttar-Pradesh,3,5,2,16,0.17510251700878143,0.19374222855210047,-1.5409527135658756
289,Uttar-Pradesh,3,5,2,32,0.16114374995231628,0.18442927628464562,-1.302542955636412
290,Uttar-Pradesh,3,7,1,1,0.5186638832092285,0.5390445319235675,-24.34438150174639
291,Uttar-Pradesh,3,7,1,5,0.41457420587539673,0.42529596443741696,-14.776655478637462
292,Uttar-Pradesh,3,7,1,8,0.1318119615316391,0.141852577292402,-0.7551204021113882
293,Uttar-Pradesh,3,7,1,16,0.10600970685482025,0.11585746831733346,-0.1707940823450229
294,Uttar-Pradesh,3,7,1,32,0.1241844892501831,0.14179947275351573,-0.75380640814024
295,Uttar-Pradesh,3,7,2,1,1.016404390335083,1.0223779799537684,-90.17071982658412
296,Uttar-Pradesh,3,7,2,5,0.649806559085846,0.6592678208949586,-36.910209319947306
