,State,Number_feature,Time_Step,number_layers,number_hiddinen_nodes,MAE,RMSE,R2_Score
1973,Tamil-Nadu,4,7,2,64,0.3656686842441559,0.42304019376739505,-2.3696481428799654
1974,Tamil-Nadu,4,7,3,1,0.3855232894420624,0.44940335999982645,-2.8027161844419686
1975,Tamil-Nadu,4,7,3,5,0.3960883617401123,0.45825731846427853,-2.954030708510261
1976,Tamil-Nadu,4,7,3,8,0.3931804895401001,0.45515878314574765,-2.900740849236016
1977,Tamil-Nadu,4,7,3,16,0.3944595754146576,0.45648367593644157,-2.9234832386745344
1978,Tamil-Nadu,4,7,3,32,0.39486783742904663,0.45665410774891185,-2.92641322651354
1979,Tamil-Nadu,4,7,3,64,0.39532315731048584,0.45676482822671166,-2.9283175200076754
1980,Tamil-Nadu,4,15,1,1,0.4024902880191803,0.46152437963078796,-3.411828851570024
1981,Tamil-Nadu,4,15,1,5,0.02793954312801361,0.03013649952308737,0.9811888663263213
1982,Tamil-Nadu,4,15,1,8,0.1906975358724594,0.23092460001377801,-0.10451021667439275
1983,Tamil-Nadu,4,15,1,16,0.039884693920612335,0.04886846306658427,0.9505362882399089
1984,Tamil-Nadu,4,15,1,32,0.08205439150333405,0.09869024285484396,0.7982665852349207
1985,Tamil-Nadu,4,15,1,64,0.06049233302474022,0.06505331994345567,0.912346695509042
1986,Tamil-Nadu,4,15,2,1,0.3986673057079315,0.452191838927104,-3.235208450181256
1987,Tamil-Nadu,4,15,2,5,0.39686188101768494,0.4522498657622805,-3.2362954421088705
1988,Tamil-Nadu,4,15,2,8,0.3795815110206604,0.43566193365224903,-2.9312310662256444
1989,Tamil-Nadu,4,15,2,16,0.20439817011356354,0.2413193771688488,-0.20618445568039845
1990,Tamil-Nadu,4,15,2,32,0.32555070519447327,0.37267280717771295,-1.8766348587648767
1991,Tamil-Nadu,4,15,2,64,0.3074973523616791,0.35335575092623933,-1.5861498418252764
1992,Tamil-Nadu,4,15,3,1,0.4203881621360779,0.47435186802148543,-3.660479192147551
1993,Tamil-Nadu,4,15,3,5,0.409721702337265,0.4644439965867789,-3.4678239665523085
1994,Tamil-Nadu,4,15,3,8,0.40143096446990967,0.45645630365799983,-3.3154666665501686
1995,Tamil-Nadu,4,15,3,16,0.40322938561439514,0.45828629021095385,-3.350138454356391
1996,Tamil-Nadu,4,15,3,32,0.40044859051704407,0.4555547943761457,-3.2984367780614052
1997,Tamil-Nadu,4,15,3,64,0.39964669942855835,0.45568872181487,-3.30096494200862
1998,Tamil-Nadu,4,30,1,1,0.41047823429107666,0.4406747749297308,-4.691519339409961
1999,Tamil-Nadu,4,30,1,5,0.3800719380378723,0.39897827774208305,-3.6654144264820587
2000,Tamil-Nadu,4,30,1,8,0.19272205233573914,0.21179794610968758,-0.3147259755485916
2001,Tamil-Nadu,4,30,1,16,0.05176549404859543,0.056715921388586575,0.9057238803299718
2002,Tamil-Nadu,4,30,1,32,0.1851891428232193,0.20011226513222316,-0.1736515687847644
2003,Tamil-Nadu,4,30,1,64,0.1509009450674057,0.16363375135540806,0.215238731808982
2004,Tamil-Nadu,4,30,2,1,0.46903151273727417,0.5040805130901368,-6.4471765348979275
2005,Tamil-Nadu,4,30,2,5,0.33447831869125366,0.3620687780904363,-2.842146472233484
2006,Tamil-Nadu,4,30,2,8,0.38504651188850403,0.41788961427872673,-4.118172651111062
2007,Tamil-Nadu,4,30,2,16,0.3158060610294342,0.3384226540913573,-2.356685230408346
2008,Tamil-Nadu,4,30,2,32,0.32353872060775757,0.3554113153022725,-2.702152145697951
