,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,date
28,Mississippi,US,2021-01-28 05:30:28,32.7416,-89.6787,268672,5917,222812.0,39943.0,28.0,9027.505007309785,1563160.0,,2.2023136017151024,84000028.0,USA,52522.90795924532,,2021-01-27
29,Missouri,US,2021-01-28 05:30:28,38.4561,-92.2884,524857,7018,,460543.0,29.0,7617.702399115721,4086146.0,,1.4946602471279982,84000029.0,USA,66577.49793561733,,2021-01-27
30,Montana,US,2021-01-28 05:30:28,46.9219,-110.4544,92531,1201,87018.0,4312.0,30.0,8657.644524868589,929959.0,,1.2979433919443213,84000030.0,USA,87011.42800469321,,2021-01-27
31,Nebraska,US,2021-01-28 05:30:28,41.1254,-98.2681,188784,1917,133206.0,53661.0,31.0,9759.264850021298,2052707.0,,1.015446224256293,84000031.0,USA,106115.51441061037,,2021-01-27
32,Nevada,US,2021-01-28 05:30:28,38.3135,-117.0554,273873,4134,,269739.0,32.0,8891.530169251168,2445386.0,,1.5094587637335553,84000032.0,USA,79391.6282162332,,2021-01-27
33,New Hampshire,US,2021-01-28 05:30:28,43.4525,-71.5639,63886,1006,57343.0,5214.0,33.0,4674.743382968882,1224489.0,,1.5826817488161349,84000033.0,USA,90055.0925895282,,2021-01-27
34,New Jersey,US,2021-01-28 05:30:28,40.2989,-74.521,676537,21220,66173.0,589144.0,34.0,7616.781446917935,9295008.0,,3.136561636688016,84000034.0,USA,104647.70512677617,,2021-01-27
35,New Mexico,US,2021-01-28 05:30:28,34.8405,-106.2485,171047,3198,98042.0,69807.0,35.0,8157.412931621987,2271257.0,,1.8696615550111961,84000035.0,USA,108318.65640927324,,2021-01-27
36,New York,US,2021-01-28 05:30:28,42.1657,-74.9481,1369072,42887,124003.0,1202182.0,36.0,7037.642105730668,31128149.0,,3.1325598653686586,84000036.0,USA,160012.6012918663,,2021-01-27
37,North Carolina,US,2021-01-28 05:30:28,35.6301,-79.8064,733010,8915,635543.0,88552.0,37.0,6988.979111914054,8656129.0,,1.2162180597809034,84000037.0,USA,82532.9869592959,,2021-01-27
38,North Dakota,US,2021-01-28 05:30:28,47.5289,-99.78399999999999,97160,1441,94728.0,991.0,38.0,12749.618797420679,1333029.0,,1.4831206257719225,84000038.0,USA,174923.95631851474,,2021-01-27
39,Northern Mariana Islands,US,2021-01-28 05:30:28,15.0979,145.6739,132,2,29.0,101.0,69.0,239.37327723777744,17561.0,,1.5151515151515151,580.0,MNP,31845.713042216743,,2021-01-27
40,Ohio,US,2021-01-28 05:30:28,40.3888,-82.7649,878284,16845,757003.0,110350.0,39.0,7513.7007981794995,8872864.0,,1.2445860336747567,84000039.0,USA,75907.16137256076,,2021-01-27
41,Oklahoma,US,2021-01-28 05:30:28,35.5653,-96.9289,379789,3388,345867.0,29855.0,40.0,9580.8132028261,3115197.0,,0.8936720213130753,84000040.0,USA,78726.80896574678,,2021-01-27
42,Oregon,US,2021-01-28 05:30:28,44.571999999999996,-122.0709,140063,1924,,138139.0,41.0,3320.8092396467573,3105100.0,,1.373667563881967,84000041.0,USA,73620.04790720713,,2021-01-27
43,Pennsylvania,US,2021-01-28 05:30:28,40.5908,-77.2098,822582,21032,654695.0,146855.0,42.0,6425.423424438187,8997550.0,,2.5568271613042834,84000042.0,USA,34436.469208026974,,2021-01-27
44,Puerto Rico,US,2021-01-28 05:30:28,18.2208,-66.5901,92244,1794,78813.0,11637.0,72.0,2888.3167892728607,398216.0,,1.944841940939248,630.0,PRI,12468.821371114453,,2021-01-27
45,Rhode Island,US,2021-01-28 05:30:28,41.6809,-71.5118,113009,2303,6862.0,104012.0,44.0,10667.657200897522,2451147.0,,1.8892300613225488,84000044.0,USA,231379.7657266975,,2021-01-27
46,South Carolina,US,2021-01-28 05:30:28,33.8569,-80.945,427231,6673,190336.0,230222.0,45.0,8297.81961087759,4072097.0,,1.5619184937422612,84000045.0,USA,79089.59402289582,,2021-01-27
47,South Dakota,US,2021-01-28 05:30:28,44.2998,-99.4388,107608,1739,102631.0,3238.0,46.0,12163.782881313591,399210.0,,1.6160508512378262,84000046.0,USA,45125.86205532301,,2021-01-27
48,Tennessee,US,2021-01-28 05:30:28,35.7478,-86.6923,715806,9316,668021.0,38469.0,47.0,10481.589720806644,6339869.0,,1.3014699513555348,84000047.0,USA,92835.07785861072,,2021-01-27
49,Texas,US,2021-01-28 05:30:28,31.0545,-97.5635,2309220,35877,1867289.0,406054.0,48.0,7963.958742967665,16837794.0,,1.5536414893340609,84000048.0,USA,58069.606507213895,,2021-01-27
50,Utah,US,2021-01-28 05:30:28,40.15,-111.8624,340684,1620,293030.0,46034.0,49.0,10626.589618454142,2557878.0,,0.4755139660212983,84000049.0,USA,79785.13754702963,,2021-01-27
51,Vermont,US,2021-01-28 05:30:28,44.0459,-72.7107,11379,172,7696.0,3511.0,50.0,1823.5898389234424,862821.0,,1.5115563757799455,84000050.0,USA,138275.03369450427,,2021-01-27
52,Virgin Islands,US,2021-01-28 05:30:28,18.3358,-64.8963,2373,24,2260.0,89.0,78.0,2212.21613155834,40681.0,,1.011378002528445,850.0,VIR,37924.63735690047,,2021-01-27
53,Virginia,US,2021-01-28 05:30:28,37.7693,-78.17,488553,6228,37823.0,444502.0,51.0,5723.764424869771,5112697.0,,1.2747849260980897,84000051.0,USA,59899.075849986395,,2021-01-27
54,Washington,US,2021-01-28 05:30:28,47.4009,-121.4905,305289,4211,,301078.0,53.0,4009.1042644985296,4446844.0,,1.3793487482352786,84000053.0,USA,58396.67083962966,,2021-01-27
55,West Virginia,US,2021-01-28 05:30:28,38.4912,-80.9545,117775,1953,92251.0,23571.0,54.0,6571.726538057425,1890498.0,,1.6582466567607728,84000054.0,USA,105487.88687535118,,2021-01-27
56,Wisconsin,US,2021-01-28 05:30:28,44.2685,-89.6165,585600,6302,510012.0,69286.0,55.0,10057.649429774558,6050119.0,,1.0761612021857925,84000055.0,USA,103910.47798910216,,2021-01-27
57,Wyoming,US,2021-01-28 05:30:28,42.756,-107.3025,51368,596,49338.0,1434.0,56.0,8875.54232417984,616677.0,,1.1602554119296058,84000056.0,USA,106551.60438109818,,2021-01-27
0,Alabama,US,2021-01-29 05:30:28,32.3182,-86.9023,452734,7340,242143.0,203251.0,1.0,9233.467633793136,2116642.0,,1.6212610495346054,84000001.0,USA,43168.715844904895,,2021-01-28
1,Alaska,US,2021-01-29 05:30:28,61.3707,-152.4044,53876,262,,53615.0,2.0,7364.823763404847,1479849.0,,0.48629285223750396,84000002.0,USA,202290.90486572945,,2021-01-28
2,American Samoa,US,2021-01-29 05:30:28,-14.270999999999999,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-01-28
3,Arizona,US,2021-01-29 05:30:28,33.7298,-111.4312,743232,12819,101104.0,629309.0,4.0,10211.030323063804,6549568.0,,1.7247642727977266,84000004.0,USA,46840.60391412388,,2021-01-28
4,Arkansas,US,2021-01-29 05:30:28,34.9697,-92.3731,290856,4784,268495.0,17577.0,5.0,9638.001672739516,2394171.0,,1.6448001760321258,84000005.0,USA,79334.87396795816,,2021-01-28
5,California,US,2021-01-29 08:30:32,36.1162,-119.6816,3273905,39817,,3234331.0,6.0,8285.803104522869,41470634.0,,1.2087705660365833,84000006.0,USA,104956.46878688653,,2021-01-28
6,Colorado,US,2021-01-29 05:30:28,39.0598,-105.3111,391737,5569,20864.0,365304.0,8.0,6802.482350293538,5342864.0,,1.4216170542991855,84000008.0,USA,92778.41526334944,,2021-01-28
7,Connecticut,US,2021-01-29 05:30:28,41.5978,-72.7554,248765,7020,9800.0,231945.0,9.0,6977.418648204198,5883910.0,,2.8219403855043925,84000009.0,USA,165033.2778258805,,2021-01-28
8,Delaware,US,2021-01-29 05:30:28,39.3185,-75.5071,76495,1292,,75420.0,10.0,7855.599508710528,1203211.0,,1.4053206091901431,84000010.0,USA,123562.89614321337,,2021-01-28
9,Diamond Princess,US,2021-01-29 05:30:28,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2021-01-28
10,District of Columbia,US,2021-01-29 05:30:28,38.8974,-77.0268,36132,902,25442.0,9788.0,11.0,5119.667190460064,1070939.0,,2.496402081257611,84000011.0,USA,151745.02549773364,,2021-01-28
11,Florida,US,2021-01-29 05:30:28,27.7663,-81.6868,1687594,26035,,1661559.0,12.0,7857.410675994403,18765200.0,,1.542728879102438,84000012.0,USA,87370.47110689548,,2021-01-28
12,Georgia,US,2021-01-29 05:30:28,33.0406,-83.6431,892957,13827,,879130.0,13.0,8410.29880791224,6338228.0,,1.5484508212601502,84000013.0,USA,59696.48190526082,,2021-01-28
13,Grand Princess,US,2021-01-29 05:30:28,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-01-28
14,Guam,US,2021-01-29 05:30:28,13.4443,144.7937,7572,129,7353.0,90.0,66.0,4610.635149699505,105794.0,,1.7036450079239305,316.0,GUM,64418.58624238108,,2021-01-28
15,Hawaii,US,2021-01-29 05:30:28,21.0943,-157.4983,26263,406,,25341.0,15.0,1818.3847127423944,958263.0,,1.5730598927988817,84000015.0,USA,67680.05864936943,,2021-01-28
16,Idaho,US,2021-01-29 05:30:28,44.2405,-114.4788,161720,1721,79298.0,80701.0,16.0,9049.4749771273,597513.0,,1.0641850111303488,84000016.0,USA,33435.43743512407,,2021-01-28
17,Illinois,US,2021-01-29 05:30:28,40.3495,-88.9861,1116372,21074,,1095299.0,17.0,8809.878232970621,15733562.0,,1.8876324379328755,84000017.0,USA,124161.80752553244,,2021-01-28
18,Indiana,US,2021-01-29 05:30:28,39.8494,-86.2583,619995,11180,401700.0,208416.0,18.0,9209.370639903424,6884491.0,,1.5933999467737645,84000018.0,USA,102261.83966980278,,2021-01-28
19,Iowa,US,2021-01-29 05:30:28,42.0115,-93.2105,317124,4532,279641.0,32951.0,19.0,10051.25084387985,1244219.0,,1.4290939821647053,84000019.0,USA,39435.54342692872,,2021-01-28
20,Kansas,US,2021-01-29 05:30:28,38.5266,-96.7265,274823,3741,5544.0,265572.0,20.0,9433.346354014706,1159776.0,,1.3488681806107932,84000020.0,USA,39809.509033355134,,2021-01-28
21,Kentucky,US,2021-01-29 05:30:28,37.6681,-84.6701,355868,3611,42684.0,309573.0,21.0,7965.39943724619,3560903.0,,1.0147020805467195,84000021.0,USA,79703.75181889991,,2021-01-28
22,Louisiana,US,2021-01-29 05:30:28,31.1695,-91.8678,394909,8743,344321.0,41845.0,22.0,8494.86985226706,4938784.0,,2.213927765637147,84000022.0,USA,106237.96193163216,,2021-01-28
23,Maine,US,2021-01-29 05:30:28,44.6939,-69.3819,38454,567,12337.0,25550.0,23.0,2860.7094714226623,1363123.0,,1.4744889998439694,84000023.0,USA,101406.84653908758,,2021-01-28
24,Maryland,US,2021-01-29 05:30:28,39.0639,-76.8021,348749,7037,9482.0,332230.0,24.0,5768.565322676688,6865525.0,,2.0177835635370998,84000024.0,USA,113560.84013708965,,2021-01-28
25,Massachusetts,US,2021-01-29 05:30:28,42.2302,-71.5301,514134,14348,389717.0,110069.0,25.0,7459.322106932706,13309441.0,,2.790712148972836,84000025.0,USA,193100.2569023184,,2021-01-28
26,Michigan,US,2021-01-29 05:30:28,43.3266,-84.5361,606488,15402,463106.0,127980.0,26.0,6072.861561950872,9271264.0,,2.539539117014681,84000026.0,USA,92834.652583891,,2021-01-28
27,Minnesota,US,2021-01-29 05:30:28,45.6945,-93.9002,458633,6208,442600.0,9825.0,27.0,8132.321399694164,6138854.0,,1.3535877270061247,84000027.0,USA,108852.03148006821,,2021-01-28
28,Mississippi,US,2021-01-29 05:30:28,32.7416,-89.6787,270476,5945,222812.0,41719.0,28.0,9088.120252043831,1564964.0,,2.1979768999837326,84000028.0,USA,52583.52320397936,,2021-01-28
29,Missouri,US,2021-01-29 05:30:28,38.4561,-92.2884,527523,7041,,462556.0,29.0,7650.8759043690625,4106829.0,,1.493077665168123,84000029.0,USA,66914.49577901362,,2021-01-28
30,Montana,US,2021-01-29 05:30:28,46.9219,-110.4544,92934,1210,87720.0,4004.0,30.0,8695.351139338572,938967.0,,1.3019992682979318,84000030.0,USA,87854.2597246575,,2021-01-28
31,Nebraska,US,2021-01-29 05:30:28,41.1254,-98.2681,189597,1921,133469.0,54207.0,31.0,9801.293212186882,2064234.0,,1.0132016856806807,84000031.0,USA,106711.4073142791,,2021-01-28
32,Nevada,US,2021-01-29 05:30:28,38.3135,-117.0554,274951,4181,,270770.0,32.0,8926.528396613678,2456188.0,,1.520634585798924,84000032.0,USA,79742.32473939631,,2021-01-28
33,New Hampshire,US,2021-01-29 05:30:28,43.4525,-71.5639,64591,1022,57862.0,5374.0,33.0,4725.85718582846,1234754.0,,1.5904634442404058,84000033.0,USA,90810.03242600817,,2021-01-28
34,New Jersey,US,2021-01-29 05:30:28,40.2989,-74.521,681283,21301,66568.0,593414.0,34.0,7670.2142151879225,9341031.0,,3.126600839885921,84000034.0,USA,105165.85436699733,,2021-01-28
35,New Mexico,US,2021-01-29 05:30:28,34.8405,-106.2485,171719,3226,99524.0,68969.0,35.0,8189.461324695529,2271929.0,,1.8786505861319944,84000035.0,USA,108350.70480234678,,2021-01-28
36,New York,US,2021-01-29 05:30:28,42.1657,-74.9481,1382855,43093,124976.0,1214786.0,36.0,7108.492887240542,31378817.0,,3.1162341677182352,84000036.0,USA,161301.14686971708,,2021-01-28
37,North Carolina,US,2021-01-29 05:30:28,35.6301,-79.8064,739500,9046,635543.0,94911.0,37.0,7050.858860398143,8725737.0,,1.2232589587559162,84000037.0,USA,83196.67348202018,,2021-01-28
38,North Dakota,US,2021-01-29 05:30:28,47.5289,-99.78399999999999,97304,1442,94837.0,1025.0,38.0,12768.514897737978,1337275.0,,1.4819534654279372,84000038.0,USA,175481.1288320373,,2021-01-28
39,Northern Mariana Islands,US,2021-01-29 05:30:28,15.0979,145.6739,132,2,29.0,101.0,69.0,239.37327723777744,17561.0,,1.5151515151515151,580.0,MNP,31845.713042216743,,2021-01-28
40,Ohio,US,2021-01-29 05:30:28,40.3888,-82.7649,883716,16926,764480.0,108230.0,39.0,7560.171441770538,8921429.0,,1.2454227376215887,84000039.0,USA,76322.63390680206,,2021-01-28
41,Oklahoma,US,2021-01-29 05:30:28,35.5653,-96.9289,382120,3423,348836.0,29171.0,40.0,9639.443907979108,3131910.0,,0.8974123692420628,84000040.0,USA,79149.17748954946,,2021-01-28
42,Oregon,US,2021-01-29 05:30:28,44.571999999999996,-122.0709,140783,1930,,138853.0,41.0,3337.8800053203886,3122704.0,,1.3709041574621936,84000041.0,USA,74037.42812792737,,2021-01-28
43,Pennsylvania,US,2021-01-29 05:30:28,40.5908,-77.2098,828632,21264,667768.0,139600.0,42.0,6472.681705944287,9050928.0,,2.5661572326436826,84000042.0,USA,34567.83160804153,,2021-01-28
44,Puerto Rico,US,2021-01-29 05:30:28,18.2208,-66.5901,92541,1801,78813.0,11927.0,72.0,2897.6163652497703,398513.0,,1.9461644028052432,630.0,PRI,12478.120947091362,,2021-01-28
45,Rhode Island,US,2021-01-29 05:30:28,41.6809,-71.5118,113754,2317,6885.0,104725.0,44.0,10737.982614047525,2474030.0,,1.884768887247921,84000044.0,USA,233539.8414704713,,2021-01-28
46,South Carolina,US,2021-01-29 05:30:28,33.8569,-80.945,431169,6903,191902.0,232364.0,45.0,8374.304729297452,4099194.0,,1.6009963610556417,84000045.0,USA,79615.88078110378,,2021-01-28
47,South Dakota,US,2021-01-29 05:30:28,44.2998,-99.4388,107795,1763,102895.0,3137.0,46.0,12184.92096954872,400070.0,,1.6355118511990352,84000046.0,USA,45223.074653623604,,2021-01-28
48,Tennessee,US,2021-01-29 05:30:28,35.7478,-86.6923,717583,9417,672110.0,36056.0,47.0,10507.61043722125,6354257.0,,1.3123220589116522,84000047.0,USA,93045.76219613088,,2021-01-28
49,Texas,US,2021-01-29 05:30:28,31.0545,-97.5635,2330272,36292,1894564.0,399416.0,48.0,8036.562158604527,16949139.0,,1.5574147567322614,84000048.0,USA,58453.60932471754,,2021-01-28
50,Utah,US,2021-01-29 05:30:28,40.15,-111.8624,342445,1620,297638.0,43187.0,49.0,10681.518597561166,2573911.0,,0.4730686679612784,84000049.0,USA,80285.23767310739,,2021-01-28
51,Vermont,US,2021-01-29 05:30:28,44.0459,-72.7107,11523,172,7826.0,3525.0,50.0,1846.6671688122708,870947.0,,1.4926668402325782,84000050.0,USA,139577.30024086966,,2021-01-28
52,Virgin Islands,US,2021-01-29 05:30:28,18.3358,-64.8963,2384,24,2266.0,94.0,78.0,2222.470820748033,40951.0,,1.0067114093959733,850.0,VIR,38176.34336428385,,2021-01-28
53,Virginia,US,2021-01-29 05:30:28,37.7693,-78.17,493674,6308,38597.0,448769.0,51.0,5783.760776585466,5146985.0,,1.2777662992177024,84000051.0,USA,60300.78545897442,,2021-01-28
54,Washington,US,2021-01-29 05:30:28,47.4009,-121.4905,307809,4243,,303566.0,53.0,4042.197309929371,4470215.0,,1.3784522219948083,84000053.0,USA,58703.58257167895,,2021-01-28
55,West Virginia,US,2021-01-29 05:30:28,38.4912,-80.9545,118562,1983,93439.0,23140.0,54.0,6615.640346467116,1906307.0,,1.6725426359204467,84000054.0,USA,106370.01317414251,,2021-01-28
56,Wisconsin,US,2021-01-29 05:30:28,44.2685,-89.6165,587580,6334,511859.0,69387.0,55.0,10091.655826412116,6092912.0,,1.0779808706899483,84000055.0,USA,104645.4455301683,,2021-01-28
57,Wyoming,US,2021-01-29 05:30:28,42.756,-107.3025,51430,596,49592.0,1242.0,56.0,8886.254900571741,625382.0,,1.1588566984250437,84000056.0,USA,108055.68466321906,,2021-01-28
0,Alabama,US,2021-01-30 05:30:40,32.3182,-86.9023,455582,7566,242143.0,205873.0,1.0,9291.552327721674,2127308.0,,1.6607328647751671,84000001.0,USA,43386.247918444846,,2021-01-29
1,Alaska,US,2021-01-30 05:30:40,61.3707,-152.4044,54063,262,,53800.0,2.0,7390.112706668762,1489766.0,,0.4846287595723429,84000002.0,USA,203646.52892166574,,2021-01-29
2,American Samoa,US,2021-01-30 05:30:40,-14.270999999999999,-170.132,0,0,,0.0,60.0,0.0,2140.0,,,16.0,ASM,3846.084721698028,,2021-01-29
3,Arizona,US,2021-01-30 05:30:40,33.7298,-111.4312,748260,13022,101891.0,633347.0,4.0,10280.108431197421,6589141.0,,1.7403041723465105,84000004.0,USA,47031.90136393543,,2021-01-29
4,Arkansas,US,2021-01-30 05:30:40,34.9697,-92.3731,292563,4831,270376.0,17356.0,5.0,9694.565982416352,2407700.0,,1.6512682738418734,84000005.0,USA,79783.18008724225,,2021-01-29
5,California,US,2021-01-30 08:30:40,36.1162,-119.6816,3293531,40497,,3253293.0,6.0,8335.473810218171,41677405.0,,1.2217282910043965,84000006.0,USA,105479.77773865065,,2021-01-29
6,Colorado,US,2021-01-30 05:30:40,39.0598,-105.3111,393459,5594,20970.0,366895.0,8.0,6832.384745541383,5393734.0,,1.4217491530248387,84000008.0,USA,93661.76883260494,,2021-01-29
7,Connecticut,US,2021-01-30 05:30:40,41.5978,-72.7554,250023,7046,9800.0,233177.0,9.0,7012.703325146053,5708292.0,,2.818140731052744,84000009.0,USA,160107.50326691792,,2021-01-29
8,Delaware,US,2021-01-30 05:30:40,39.3185,-75.5071,76935,1299,,75857.0,10.0,7900.78499513229,1211530.0,,1.4011828166634173,84000010.0,USA,124417.2099194466,,2021-01-29
9,Diamond Princess,US,2021-01-30 05:30:40,,,49,0,,49.0,88888.0,,,,0.0,84088888.0,USA,,,2021-01-29
10,District of Columbia,US,2021-01-30 05:30:40,38.8974,-77.0268,36414,907,25588.0,9919.0,11.0,5159.624739106963,1079006.0,,2.4908002416652937,84000011.0,USA,152888.06643721776,,2021-01-29
11,Florida,US,2021-01-30 05:30:40,27.7663,-81.6868,1698570,26254,,1672316.0,12.0,7908.5147564661975,18819999.0,,1.5456531082027822,84000012.0,USA,87625.6143745498,,2021-01-29
12,Georgia,US,2021-01-30 05:30:40,33.0406,-83.6431,899515,13986,,885529.0,13.0,8472.065208290185,6378542.0,,1.5548378848601747,84000013.0,USA,60076.178560466135,,2021-01-29
13,Grand Princess,US,2021-01-30 05:30:40,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999.0,USA,,,2021-01-29
14,Guam,US,2021-01-30 05:30:40,13.4443,144.7937,7579,129,7355.0,95.0,66.0,4614.897490698963,106122.0,,1.7020715133922681,316.0,GUM,64618.30736349853,,2021-01-29
15,Hawaii,US,2021-01-30 05:30:40,21.0943,-157.4983,26460,407,,25479.0,15.0,1828.2019843601681,973434.0,,1.56847595132316,84000015.0,USA,68751.55381277403,,2021-01-29
16,Idaho,US,2021-01-30 05:30:40,44.2405,-114.4788,162355,1725,80252.0,80378.0,16.0,9085.008099873256,599636.0,,1.0624865264389762,84000016.0,USA,33554.23557621016,,2021-01-29
17,Illinois,US,2021-01-30 05:30:40,40.3495,-88.9861,1120528,21146,,1099382.0,17.0,8842.675413423216,15844619.0,,1.8871460597147056,84000017.0,USA,125038.21668566814,,2021-01-29
18,Indiana,US,2021-01-30 05:30:40,39.8494,-86.2583,622625,11220,403634.0,209066.0,18.0,9248.4365110523,6929205.0,,1.5940574181891187,84000018.0,USA,102926.01889510725,,2021-01-29
19,Iowa,US,2021-01-30 05:30:40,42.0115,-93.2105,318319,4577,281179.0,32563.0,19.0,10089.12639022272,1246868.0,,1.437865788721377,84000019.0,USA,39519.50352924024,,2021-01-29
20,Kansas,US,2021-01-30 05:30:40,38.5266,-96.7265,276956,3802,5647.0,267542.0,20.0,9506.561942859576,1168723.0,,1.3601438495645517,84000020.0,USA,40116.61633452487,,2021-01-29
21,Kentucky,US,2021-01-30 05:30:40,37.6681,-84.6701,358469,3668,43052.0,311749.0,21.0,8023.617664050166,3577417.0,,1.0232405033629128,84000021.0,USA,80073.38495901557,,2021-01-29
22,Louisiana,US,2021-01-30 05:30:40,31.1695,-91.8678,397276,8801,344321.0,44154.0,22.0,8545.786283496322,4964052.0,,2.2153364411643293,84000022.0,USA,106781.50075051724,,2021-01-29
23,Maine,US,2021-01-30 05:30:40,44.6939,-69.3819,38813,570,12379.0,25864.0,23.0,2887.4165682198936,1376086.0,,1.4685801149099529,84000023.0,USA,102371.20335185225,,2021-01-29
24,Maryland,US,2021-01-30 05:30:40,39.0639,-76.8021,350629,7076,9482.0,334071.0,24.0,5799.66190734541,6918308.0,,2.0180874941890146,84000024.0,USA,114433.90983313705,,2021-01-29
25,Massachusetts,US,2021-01-30 05:30:40,42.2302,-71.5301,517252,14444,389717.0,113091.0,25.0,7504.559664319334,13395638.0,,2.792449328373791,84000025.0,USA,194350.84758033475,,2021-01-29
26,Michigan,US,2021-01-30 05:30:40,43.3266,-84.5361,608627,15410,463106.0,130111.0,26.0,6094.279711825251,9323727.0,,2.531928422498509,84000026.0,USA,93359.97301253038,,2021-01-29
27,Minnesota,US,2021-01-30 05:30:40,45.6945,-93.9002,459747,6236,443253.0,10258.0,27.0,8152.074461596076,6181070.0,,1.356398192919149,84000027.0,USA,109600.59096054494,,2021-01-29
28,Mississippi,US,2021-01-30 05:30:40,32.7416,-89.6787,272662,5983,222812.0,43867.0,28.0,9161.570875651723,1567150.0,,2.194291833845567,84000028.0,USA,52656.97382758727,,2021-01-29
29,Missouri,US,2021-01-30 05:30:40,38.4561,-92.2884,530002,7055,,464603.0,29.0,7684.456746376495,4128988.0,,1.4895214024612615,84000029.0,USA,67275.54278437156,,2021-01-29
30,Montana,US,2021-01-30 05:30:40,46.9219,-110.4544,93246,1227,88291.0,3728.0,30.0,8724.543356992752,944503.0,,1.3158741393732707,84000030.0,USA,88372.23445841887,,2021-01-29
31,Nebraska,US,2021-01-30 05:30:40,41.1254,-98.2681,189597,1921,134492.0,53184.0,31.0,9801.293212186882,2075362.0,,1.0132016856806807,84000031.0,USA,107286.67375238317,,2021-01-29
32,Nevada,US,2021-01-30 05:30:40,38.3135,-117.0554,276279,4218,,272061.0,32.0,8969.643095999034,2468681.0,,1.5267175572519085,84000032.0,USA,80147.92107932195,,2021-01-29
33,New Hampshire,US,2021-01-30 05:30:40,43.4525,-71.5639,65134,1036,58414.0,5388.0,33.0,4768.513309078178,1243827.0,,1.5978284339430582,84000033.0,USA,91477.30657470594,,2021-01-29
34,New Jersey,US,2021-01-30 05:30:40,40.2989,-74.521,687269,21383,66931.0,598955.0,34.0,7737.6075044555455,9398414.0,,3.1112999422351364,84000034.0,USA,105811.89999313232,,2021-01-29
35,New Mexico,US,2021-01-30 05:30:40,34.8405,-106.2485,172798,3248,101054.0,68496.0,35.0,8240.919979645456,2306874.0,,1.8796513848539915,84000035.0,USA,110017.26893323203,,2021-01-29
36,New York,US,2021-01-30 05:30:40,42.1657,-74.9481,1395806,43278,125909.0,1226619.0,36.0,7175.066816815698,31649335.0,,3.1005741485564613,84000036.0,USA,162691.73032125068,,2021-01-29
37,North Carolina,US,2021-01-30 05:30:40,35.6301,-79.8064,746459,9157,635543.0,101759.0,37.0,7117.21035033663,8810439.0,,1.2267251114930626,84000037.0,USA,84004.27570946228,,2021-01-29
38,North Dakota,US,2021-01-30 05:30:40,47.5289,-99.78399999999999,97457,1444,94966.0,1047.0,38.0,12788.592004325108,1341601.0,,1.4816790995002924,84000038.0,USA,176048.7991790694,,2021-01-29
39,Northern Mariana Islands,US,2021-01-30 05:30:40,15.0979,145.6739,132,2,29.0,101.0,69.0,239.37327723777744,17561.0,,1.5151515151515151,580.0,MNP,31845.713042216743,,2021-01-29
40,Ohio,US,2021-01-30 05:30:40,40.3888,-82.7649,888590,17010,770597.0,106923.0,39.0,7601.868407319641,8982880.0,,1.2457938981982692,84000039.0,USA,76848.34589489353,,2021-01-29
41,Oklahoma,US,2021-01-30 05:30:40,35.5653,-96.9289,384921,3471,351545.0,29201.0,40.0,9709.876569729726,3157187.0,,0.9033957373047002,84000040.0,USA,79787.97418530488,,2021-01-29
42,Oregon,US,2021-01-30 05:30:40,44.571999999999996,-122.0709,141729,1938,,139791.0,41.0,3360.309094663797,3133678.0,,1.3673983447283196,84000041.0,USA,74297.61504806962,,2021-01-29
43,Pennsylvania,US,2021-01-30 05:30:40,40.5908,-77.2098,838016,21437,675578.0,141001.0,42.0,6545.98281563904,9111901.0,,2.558065717122345,84000042.0,USA,34724.40102862141,,2021-01-29
44,Puerto Rico,US,2021-01-30 05:30:40,18.2208,-66.5901,92968,1812,78813.0,12343.0,72.0,2910.9864626980543,398940.0,,1.949057740297737,630.0,PRI,12491.491044539644,,2021-01-29
45,Rhode Island,US,2021-01-30 05:30:40,41.6809,-71.5118,114438,2324,6941.0,105343.0,44.0,10802.549839006722,2497271.0,,1.882241912651392,84000044.0,USA,235733.71117116828,,2021-01-29
46,South Carolina,US,2021-01-30 05:30:40,33.8569,-80.945,435633,6942,193525.0,235166.0,45.0,8461.00599101057,4147778.0,,1.5935431888768756,84000045.0,USA,80559.49505060875,,2021-01-29
47,South Dakota,US,2021-01-30 05:30:40,44.2998,-99.4388,107955,1768,103127.0,3060.0,46.0,12203.007034348828,400824.0,,1.6377194201287573,84000046.0,USA,45308.30523399411,,2021-01-29
48,Tennessee,US,2021-01-30 05:30:40,35.7478,-86.6923,722491,9461,676878.0,36152.0,47.0,10579.478572372005,6359165.0,,1.3094972809349874,84000047.0,USA,93117.63033128165,,2021-01-29
49,Texas,US,2021-01-30 05:30:40,31.0545,-97.5635,2348188,36650,1912861.0,398677.0,48.0,8098.3502449882435,17073934.0,,1.5607779274913252,84000048.0,USA,58883.99804096312,,2021-01-29
